kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
K02842.02,CONFIRMED,5.14892,0.719,0.9613,2355.0,0.04815,21.7424,1.72,0.0403,88.68,436.0,8.54,31.2,4.47881,17.1861,25.4,3464.0,4.923,-0.14,0.328,0.328,16.257,17.943,16.794,15.534,14.929,13.591,13.075,12.827,0.759,18.81667,44.92119,-0.26,0.27,-0.0004,-0.0005,-0.07,0.32,0.32,-0.31,0.26,0.41
K02917.01,FALSE POSITIVE,0.73094,0.792,3.004,134.7,0.01172,0.11057,1.37,0.0163,57.19,2190.0,5461.14,1.462,4.00771,17.67672,27.0,6143.0,4.418,-0.02,1.067,1.085,15.021,15.5,14.976,14.815,14.782,13.859,13.613,13.488,0.0,19.31952,38.38514,-1.87,0.22,0.00018,-1e-05,-4.12,-2.68,4.92,-4.02,-2.75,4.87
K02918.01,FALSE POSITIVE,0.51555,1.128,1.7869,1224.1,0.1751,0.17661,13.96,0.0112,33.54,1807.0,2508.21,1.354,6.76023,28.6591,79.6,5068.0,4.556,-0.34,0.73,0.698,15.786,16.526,15.733,15.468,15.313,14.229,13.68,13.632,0.0,18.77043,42.51956,-7.59,-3.35,0.0041,0.00186,-5.203,-2.464,5.76,-5.196,-2.28,5.67
K02920.01,CONFIRMED,6.73968,0.662,4.183,142.0,0.01149,0.35113,1.48,0.068,85.98,1011.0,246.9,9.45,4.05488,12.49856,15.4,5511.0,4.261,0.14,1.176,0.92,14.455,14.967,14.385,14.235,14.177,13.211,12.919,12.87,0.019,18.7215,42.63631,-2.4,0.9,0.00017,-0.00017,-0.49,-0.39,0.63,-0.66,-0.34,0.74
K00276.01,CONFIRMED,41.74599,0.049,4.6125,421.8,0.01874,3.78052,2.4,0.2384,89.96,584.0,27.58,70.36,20.14367,92.42659,110.5,5978.0,4.316,0.0,1.171,1.034,11.854,12.189,11.782,11.711,11.679,10.793,10.564,10.483,0.0,19.31095,48.70617,-0.33,-0.15,0.0002,6e-05,0.16,-0.09,0.18,0.09,-0.09,0.13
K02703.01,CONFIRMED,213.25853,0.037,7.768,1992.3,0.03906,4.29671,2.72,0.6085,89.99,202.0,0.39,217.8,14.32504,28.47211,36.1,4477.0,4.649,-0.2,0.637,0.659,15.165,16.199,15.141,14.721,14.515,13.514,12.875,12.767,0.233,19.35842,41.15081,0.03,0.25,-0.00021,-0.0008,-0.15,-0.03,0.15,-0.28,0.06,0.28
K02763.01,FALSE POSITIVE,0.49843,0.288,0.955,239.2,0.01401,4.61376,1.08,0.0112,85.79,1676.0,1873.28,3.928,4.3307,13.9116,26.8,4784.0,4.618,0.0,0.708,0.766,15.397,16.282,15.345,15.017,14.859,13.806,13.239,13.125,0.249,19.07001,38.96029,0.51,0.33,-0.00013,-0.00012,-0.21,-0.04,0.21,-0.12,-0.04,0.13
K02766.01,FALSE POSITIVE,1.57218,1.149,7.219,219.5,0.16367,0.01301,77.12,0.0322,15.64,3384.0,30903.98,1.193,5.33884,18.29421,48.2,6622.0,3.421,-0.4,4.315,1.789,13.157,13.433,13.114,13.038,13.029,12.267,12.016,12.006,0.0,19.80883,39.70404,60.61,0.47,-0.00464,-2e-05,12.426,1.114,12.476,12.44,1.209,12.499
K02767.01,FALSE POSITIVE,1.28806,0.214,3.419,92.6,0.00872,0.27891,1.08,0.0232,85.78,1736.0,2142.23,2.9,4.03804,21.66308,28.1,5631.0,4.33,0.24,1.132,0.998,14.487,14.974,14.432,14.279,14.207,13.32,12.989,12.924,0.0,19.41675,40.21881,-5.17,7.7,0.00043,-0.00058,-4.59,4.1,6.16,-4.61,4.2,6.24
K02844.01,FALSE POSITIVE,2.72288,0.08,2.408,152.6,0.01112,1.69513,1.06,0.0374,89.47,1162.0,431.75,8.73,4.46131,14.0844,15.5,5458.0,4.53,0.12,0.872,0.938,15.003,15.648,14.918,14.727,14.619,13.61,13.202,13.155,0.0,19.82567,39.94591,13.21,17.44,-0.00189,-0.0026,3.448,5.279,6.305,3.402,5.4,6.385
K02845.01,CONFIRMED,1.57409,0.071,1.5796,224.9,0.01313,3.50756,0.93,0.0236,89.48,998.0,234.92,7.72,3.83459,14.87765,17.7,4313.0,4.662,0.36,0.65,0.731,15.571,16.894,15.595,15.003,14.689,13.513,12.858,12.704,0.007,19.22784,47.8789,2.76,0.62,-0.00045,-9e-05,0.49,0.1,0.5,0.75,0.24,0.79
K00271.03,CONFIRMED,14.43595,0.613,3.414,107.3,0.0099,1.58394,1.46,0.1242,88.65,884.0,144.45,25.9,5.72319,24.05702,22.0,6075.0,4.264,0.32,1.352,1.225,11.485,11.779,11.422,11.358,11.352,10.536,10.3,10.234,0.0,19.01269,46.02824,0.72,1.02,-8e-05,-6e-05,1.2,0.97,1.54,1.31,1.34,1.88
K02922.01,FALSE POSITIVE,0.49758,0.328,1.46,140.6,0.011,1.30255,0.76,0.0105,82.68,1801.0,2487.04,2.57,2.9874,10.13086,17.1,5271.0,4.634,-1.06,0.63,0.624,15.481,16.122,15.456,15.207,15.051,14.057,13.6,13.474,0.0,19.70255,39.4055,8.2,-9.6,-0.00098,0.00118,3.49,-4.97,6.07,3.61,-5.11,6.25
K02926.01,CONFIRMED,12.28547,0.291,2.996,1617.1,0.03595,3.78957,2.21,0.0882,89.46,434.0,8.39,31.15,6.35988,16.71722,23.8,3891.0,4.718,0.21,0.564,0.605,16.279,17.65,16.299,15.691,15.389,14.222,13.516,13.343,0.807,18.88907,47.17453,0.07,-0.03,-0.00035,-0.0002,-0.12,-0.1,0.16,-0.41,-0.25,0.48
K02926.02,CONFIRMED,5.53609,0.791,2.2942,1223.3,0.03579,1.16751,2.2,0.0519,86.33,566.0,24.23,12.37,4.97503,17.19126,22.6,3891.0,4.718,0.21,0.564,0.605,16.279,17.65,16.299,15.691,15.389,14.222,13.516,13.343,0.015,18.88907,47.17421,-0.15,-1.19,1e-05,0.00121,-0.3,-0.13,0.33,-0.5,-0.19,0.54
K02707.01,CONFIRMED,58.03374,0.021,5.584,807.1,0.02552,3.03003,3.21,0.2838,89.98,486.0,13.17,81.4,6.96129,25.79513,34.9,5467.0,4.271,0.14,1.152,0.902,14.467,15.022,14.435,14.23,14.103,13.175,12.779,12.698,0.001,19.96678,40.67071,-0.06,-0.32,0.00029,-0.00069,0.34,0.28,0.44,0.27,0.11,0.29
K02707.02,CONFIRMED,14.42526,0.013,3.754,221.2,0.01336,2.39353,1.68,0.1122,89.98,773.0,84.28,29.75,3.82802,12.37655,15.2,5467.0,4.271,0.14,1.152,0.902,14.467,15.022,14.435,14.23,14.103,13.175,12.779,12.698,0.096,19.96678,40.6702,-0.07,-2.16,8e-05,0.00022,-0.23,0.25,0.34,-0.27,0.08,0.28
K02707.03,CONFIRMED,26.67578,0.713,2.696,474.8,0.02138,4.49752,2.69,0.169,89.26,630.0,37.15,55.3,4.30601,17.02047,20.0,5467.0,4.271,0.14,1.152,0.902,14.467,15.022,14.435,14.23,14.103,13.175,12.779,12.698,0.212,19.96681,40.67046,1.1,-1.23,-0.00037,3e-05,0.14,0.2,0.24,0.1,-0.02,0.1
K02708.01,CONFIRMED,0.86839,0.135,1.066,488.5,0.01975,6.3299,1.52,0.0163,88.78,1389.0,880.33,6.319,3.24454,20.68877,27.3,4792.0,4.627,0.07,0.704,0.793,15.898,16.799,15.823,15.512,15.367,14.231,13.713,13.658,0.0,19.22893,40.38143,0.8,2.0,-0.0001,-0.00025,0.11,0.21,0.24,-0.06,0.01,0.07
K02769.01,FALSE POSITIVE,1.48032,0.617,1.833,166.2,0.01237,1.08736,1.46,0.0249,82.93,1743.0,2180.25,5.01,4.20903,26.2642,43.4,5996.0,4.342,-0.28,1.081,0.936,13.66,14.096,13.616,13.473,13.428,12.516,12.239,12.164,0.0,18.8008,46.42775,-1.22,-1.61,0.00012,0.00016,0.69,-1.0,1.22,0.71,-0.94,1.18
K00041.02,CONFIRMED,6.88707,0.696,4.4679,68.7,0.00808,0.25585,1.3,0.072,85.37,1155.0,420.97,8.62,5.2317,27.48419,38.2,5788.0,4.122,0.1,1.474,1.05,11.197,11.585,11.125,11.03,10.992,10.081,9.804,9.768,0.0,19.42574,41.99046,0.4,0.7,-0.0,-6e-05,-1.05,1.76,2.05,-0.64,1.44,1.58
K02850.01,FALSE POSITIVE,1.11431,0.141,2.112,160.4,0.01156,1.03568,1.07,0.0206,88.03,1635.0,1691.99,4.081,3.47675,13.82693,15.5,5776.0,4.554,-0.18,0.849,0.939,15.411,15.946,15.347,15.182,15.056,14.112,13.723,13.658,0.0,19.7241,39.13801,3.8,-10.18,-0.0006,0.00138,1.6,-5.41,5.65,1.48,-5.67,5.86
K02852.01,CONFIRMED,0.67565,0.03,1.8261,200.7,0.01295,1.03448,1.36,0.0153,89.41,2085.0,4473.06,2.923,3.43697,17.35456,22.4,5966.0,4.493,-0.02,0.961,1.049,15.892,16.446,15.845,15.655,15.541,14.701,14.351,14.388,0.0,19.65113,41.64415,-0.09,-1.92,-0.00022,0.00038,0.09,-0.19,0.21,-0.07,-0.29,0.3
K02928.01,FALSE POSITIVE,17.73374,0.514,5.558,217.3,0.01371,0.5825,1.24,0.1293,88.62,597.0,29.95,21.31,4.6478,14.34486,17.0,5335.0,4.56,0.12,0.831,0.914,14.625,15.283,14.555,14.342,14.224,13.262,12.843,12.722,0.0,19.35,38.33945,8.33,0.22,-0.00186,-7e-05,5.54,1.02,5.64,5.48,0.98,5.57
K02929.01,FALSE POSITIVE,10.06479,0.729,2.86,285.7,0.01669,1.29391,1.49,0.0888,87.81,729.0,66.74,19.06,5.39055,15.0782,18.6,5438.0,4.574,0.02,0.82,0.92,14.89,15.472,14.814,14.64,14.554,13.568,13.215,13.123,0.0,19.26434,44.35279,-11.04,-22.4,0.00319,0.00683,-0.05,0.0,0.06,-7.84,-7.4,10.8
K02709.01,FALSE POSITIVE,15.41268,0.958,3.402,599.8,0.03021,0.182,2.82,0.1196,85.83,618.0,34.56,13.17,6.8274,24.20146,7.5,5240.0,4.555,0.42,0.856,0.958,14.373,15.113,14.239,14.056,13.929,12.989,12.577,12.452,0.0,19.76977,39.21888,-2.18,-13.17,0.0017,0.01285,-1.244,-13.326,13.384,-1.07,-7.192,7.272
K02711.01,CONFIRMED,9.02436,0.014,3.011,214.6,0.01334,2.90361,1.62,0.085,89.97,939.0,183.39,23.21,4.83319,25.88844,23.5,5885.0,4.348,0.0,1.111,1.004,13.642,14.078,13.586,13.454,13.4,12.566,12.289,12.296,0.01,19.39632,40.47999,0.76,-0.19,-0.00015,2e-05,-0.02,0.02,0.03,0.02,-0.07,0.07
K02711.02,CONFIRMED,17.34087,0.489,3.398,159.0,0.0118,2.59392,1.43,0.1313,89.19,755.0,76.86,34.5,5.09966,14.86905,13.5,5885.0,4.348,0.0,1.111,1.004,13.642,14.078,13.586,13.454,13.4,12.566,12.289,12.296,0.622,19.39629,40.48006,-0.22,0.08,5e-05,-3e-05,0.49,0.27,0.56,0.53,0.17,0.55
K02773.01,FALSE POSITIVE,0.87886,0.41,1.1014,269.7,0.01532,4.54217,1.57,0.0172,85.88,1864.0,2857.19,5.7,3.63418,16.84146,25.3,5727.0,4.438,-0.22,0.937,0.877,14.853,15.421,14.816,14.609,14.532,13.606,13.164,13.096,0.0,19.63848,38.26491,0.65,-2.19,1e-05,0.00046,0.94,-0.73,1.19,0.91,-0.62,1.1
K02776.01,FALSE POSITIVE,1.00653,0.467,1.3175,125.9,0.01058,2.74581,1.03,0.0195,84.93,1815.0,2556.97,5.28,5.11809,14.78931,17.9,6089.0,4.527,-0.36,0.889,0.971,14.716,15.156,14.666,14.527,14.459,13.586,13.159,13.163,0.0,19.64217,39.39702,-16.28,-3.45,0.00196,0.00036,-5.55,-0.71,5.6,-5.48,-1.03,5.57
K02777.01,FALSE POSITIVE,1.99566,0.564,4.514,197.0,0.01318,0.12071,1.11,0.0294,78.95,1182.0,462.26,2.94,4.68888,18.14096,21.9,5235.0,4.595,-0.06,0.771,0.862,15.734,16.448,15.677,15.427,15.321,14.331,13.804,13.832,0.0,19.85448,41.96474,-8.85,-7.9,0.00166,0.0015,-2.75,-5.27,5.95,-2.69,-5.26,5.91
K02856.01,CONFIRMED,25.87309,0.196,5.085,694.4,0.02415,1.68678,2.88,0.1741,89.71,667.0,46.82,39.08,5.38919,16.60474,20.1,6036.0,4.382,0.02,1.093,1.048,15.323,15.826,15.284,15.108,15.063,14.199,13.835,13.788,0.739,19.05315,40.93613,0.19,-0.19,-0.0002,0.00017,0.15,0.22,0.26,0.03,0.66,0.67
K02857.01,CONFIRMED,20.2642,0.914,4.664,185.3,0.01506,0.14522,2.12,0.1495,86.42,770.0,82.92,14.66,4.67066,16.40977,19.9,5937.0,4.251,0.1,1.291,1.084,13.701,14.085,13.641,13.537,13.536,12.681,12.421,12.349,0.375,18.97101,41.77831,-1.3,-0.6,0.00013,8e-05,-0.1,-0.75,0.75,-0.1,-0.74,0.74
K02857.02,CONFIRMED,7.44136,0.862,4.554,79.7,0.0094,0.09956,1.33,0.0767,82.53,1075.0,315.02,6.63,3.7585,12.79911,14.2,5937.0,4.251,0.1,1.291,1.084,13.701,14.085,13.641,13.537,13.536,12.681,12.421,12.349,0.725,18.97102,41.77853,-1.0,0.18,4e-05,-3e-05,-0.32,-0.69,0.76,-0.32,-0.65,0.73
K02931.01,CONFIRMED,99.25323,0.947,7.208,538.0,0.02785,0.1428,2.17,0.3869,88.71,300.0,1.93,42.1,5.86546,14.27883,20.5,5010.0,4.623,-0.16,0.715,0.798,14.699,15.404,14.629,14.397,14.296,13.247,12.83,12.696,0.0,19.04777,44.75872,-2.33,1.09,0.00127,-0.00063,0.5,-0.08,0.5,0.54,-0.2,0.57
K02936.01,CONFIRMED,6.48021,0.725,3.27,142.0,0.01174,0.5535,1.26,0.0662,86.12,934.0,180.05,10.71,3.58263,12.6236,13.7,5496.0,4.417,0.14,0.983,0.92,14.421,14.921,14.363,14.208,14.111,13.178,12.82,12.764,0.564,19.91081,48.24894,-0.4,0.7,0.00013,-4e-05,0.68,0.46,0.82,0.86,0.86,1.22
K02714.01,CONFIRMED,14.38323,0.7,8.378,178.5,0.01304,0.0819,1.84,0.1188,85.84,889.0,147.78,9.64,5.69452,28.77161,39.0,6115.0,4.249,-0.04,1.291,1.077,13.312,13.666,13.278,13.16,13.145,12.277,12.065,11.987,0.0,19.33886,50.86333,0.34,-0.55,-7e-05,0.00022,-0.21,0.03,0.21,-0.22,0.05,0.23
K02714.02,CONFIRMED,47.31866,0.189,10.465,263.4,0.01491,0.34537,2.1,0.2627,89.69,598.0,30.22,34.45,16.25048,26.28586,36.2,6115.0,4.249,-0.04,1.291,1.077,13.312,13.666,13.278,13.16,13.145,12.277,12.065,11.987,0.92,19.33885,50.8637,0.04,0.81,-3e-05,-1e-05,0.64,-0.43,0.77,0.6,-0.42,0.73
K02715.01,CONFIRMED,11.12827,0.594,2.6118,6057.0,0.07353,3.77092,4.04,0.0781,88.83,408.0,6.52,29.1,14.22202,55.0629,65.6,3640.0,4.744,0.21,0.503,0.513,16.835,18.015,16.902,16.33,16.04,14.832,14.224,13.884,0.0,19.63524,46.64124,0.12,0.97,0.0029,0.0042,-0.14,-0.084,0.16,-0.15,-0.03,0.16
K02778.01,CONFIRMED,2.21571,0.796,1.8211,285.1,0.01723,0.81054,1.7,0.0313,82.3,1283.0,638.56,5.95,4.09711,17.88138,22.1,5417.0,4.447,-0.08,0.901,0.83,15.392,16.056,15.325,15.108,14.93,13.971,13.538,13.531,0.018,19.80132,43.4324,-0.73,-0.55,0.0002,0.00022,-0.12,-0.31,0.33,-0.11,-0.28,0.3
K02780.01,CONFIRMED,3.35184,0.091,1.9855,345.3,0.01709,3.76628,1.88,0.0449,89.6,1294.0,661.69,13.08,4.63286,18.34811,20.0,6198.0,4.464,-0.16,1.005,1.072,15.526,15.965,15.487,15.339,15.283,14.484,14.098,13.989,0.216,19.61961,50.72528,-0.86,-0.31,0.0003,0.00016,0.02,-0.06,0.06,-0.09,-0.05,0.1
K02781.01,FALSE POSITIVE,1.61576,0.234,1.734,41.7,0.00594,2.47521,1.31,0.0266,88.08,2158.0,5140.67,6.99,4.70164,17.32437,18.0,5622.0,3.813,-0.52,2.017,0.965,12.743,13.242,12.712,12.529,12.476,11.547,11.127,11.107,0.0,19.93726,44.07654,4.31,5.9,-0.00016,-0.00023,2.91,4.21,5.12,2.96,4.26,5.19
K02859.01,CONFIRMED,3.44621,0.704,2.101,83.5,0.00894,1.19812,0.7,0.0393,85.56,1015.0,251.24,9.09,3.45572,13.21022,15.6,5374.0,4.555,-0.68,0.721,0.68,13.851,14.42,13.809,13.606,13.499,12.536,12.123,12.052,0.03,19.25542,47.55231,-0.32,1.16,4e-05,-9e-05,0.21,-0.46,0.5,0.32,-0.5,0.6
K02859.02,CONFIRMED,2.00541,0.874,1.934,59.5,0.00822,0.32148,0.65,0.0274,77.66,1216.0,516.85,4.09,4.43047,10.73541,13.9,5374.0,4.555,-0.68,0.721,0.68,13.851,14.42,13.809,13.606,13.499,12.536,12.123,12.052,0.409,19.25542,47.5522,-0.16,0.74,2e-05,-4e-05,-0.24,0.75,0.79,-0.12,0.95,0.95
K02861.01,FALSE POSITIVE,1.86856,0.456,1.192,176.7,0.0125,6.91988,1.4,0.0299,87.59,1565.0,1417.56,10.85,3.85583,13.27935,17.2,6065.0,4.427,-0.12,1.023,1.018,14.944,15.416,14.899,14.742,14.674,13.763,13.474,13.338,0.0,19.30985,43.58056,0.3,5.0,-8e-05,-0.00085,-0.48,3.43,3.46,-0.58,3.25,3.3
K02946.01,CONFIRMED,15.14089,0.136,4.359,476.8,0.01998,1.59423,1.93,0.1189,89.71,714.0,61.42,26.83,5.27073,17.56513,20.1,5926.0,4.532,-0.2,0.887,0.978,15.679,16.175,15.624,15.466,15.372,14.403,14.012,13.939,0.362,19.25111,46.39444,-0.72,0.07,0.00031,0.00017,-0.16,-0.15,0.22,-0.2,-0.02,0.2
K02951.01,CONFIRMED,2.44359,0.258,1.852,59.1,0.00702,3.0114,0.67,0.0337,88.5,1249.0,574.37,9.83,3.08791,10.94798,11.9,5561.0,4.486,-0.18,0.873,0.85,13.348,13.792,13.29,13.158,13.114,12.226,11.877,11.816,0.652,18.96396,40.14234,-0.2,-0.8,1e-05,3e-05,-0.57,0.11,0.58,-0.59,-0.08,0.6
K02952.01,FALSE POSITIVE,1.75927,0.564,2.381,140.4,0.01122,0.67402,1.21,0.0278,83.24,1519.0,1254.94,4.8,4.22913,12.31742,13.5,5784.0,4.416,-0.14,0.984,0.921,15.229,15.774,15.178,14.995,14.906,13.894,13.519,13.256,0.0,19.68202,44.11292,-3.07,0.07,0.00078,8e-05,-9.93,3.55,10.55,-6.55,4.72,8.07
K02715.02,CONFIRMED,2.2265,0.048,1.7073,1839.1,0.03829,4.23146,2.1,0.0267,89.73,697.0,55.76,10.35,5.62088,31.13033,36.0,3640.0,4.744,0.21,0.503,0.513,16.835,18.015,16.902,16.33,16.04,14.832,14.224,13.884,0.0,19.63526,46.64112,0.92,0.54,-0.0006,0.00203,-0.18,-0.383,0.42,-0.03,-0.27,0.27
K02716.01,CONFIRMED,0.96286,0.736,1.6802,303.5,0.01726,0.66163,1.52,0.0183,76.66,1666.0,1828.67,3.19,4.66633,25.51563,31.6,5704.0,4.575,-0.3,0.804,0.897,15.81,16.362,15.755,15.573,15.506,14.572,14.167,14.068,0.167,19.54696,45.43519,-0.41,-0.74,-4e-05,0.00013,0.03,0.11,0.11,-0.01,0.17,0.17
K00261.01,CONFIRMED,16.23848,0.766,3.9699,646.7,0.02546,0.69363,2.76,0.1235,87.94,711.0,60.35,21.3,33.62501,177.37422,125.8,5683.0,4.422,0.04,0.993,0.951,10.297,10.736,10.228,10.109,10.064,9.26,8.928,8.868,0.0,19.80467,40.52495,1.027,-0.638,-0.00018,0.00037,1.12,-0.91,1.44,2.39,-1.33,2.74
K02785.01,CONFIRMED,4.76831,0.191,3.2363,251.8,0.01462,1.17951,1.78,0.0568,89.03,1219.0,522.81,11.23,5.77467,29.86221,35.4,6237.0,4.374,-0.08,1.116,1.069,14.083,14.47,14.024,13.918,13.892,12.961,12.714,12.633,0.084,19.13908,46.94569,-0.11,-0.43,5e-05,0.00011,0.04,-0.11,0.11,0.056,-0.13,0.14
K02786.01,CONFIRMED,44.61675,0.618,7.831,239.7,0.01489,0.40915,2.31,0.2638,88.99,693.0,54.56,35.0,5.84842,20.6209,28.4,6763.0,4.22,-0.32,1.424,1.235,13.791,14.071,13.754,13.671,13.662,12.802,12.575,12.563,0.032,19.49854,46.02305,0.18,0.79,-5e-05,-0.00019,0.22,0.14,0.26,0.2,0.21,0.3
K02787.01,FALSE POSITIVE,1.71441,0.56,3.336,50.4,0.00676,0.24598,1.84,0.03,80.44,2551.0,10025.53,3.37,3.93405,18.52051,22.9,6340.0,3.731,-0.58,2.498,1.223,13.297,13.668,13.262,13.138,13.059,12.229,11.964,11.916,0.0,19.44752,39.42707,75.37,-6.46,-0.00372,0.00035,10.07,-0.39,10.08,10.04,-0.39,10.05
K02789.01,CONFIRMED,3.40166,0.906,1.9617,155.9,0.01356,0.36733,1.34,0.044,81.42,1236.0,552.42,6.08,3.77431,17.60361,19.9,6177.0,4.516,-0.4,0.906,0.982,14.497,14.905,14.459,14.323,14.27,13.392,13.093,13.107,0.03,19.45609,45.17895,0.0,-0.82,2e-05,0.00016,-0.04,0.04,0.06,-0.04,0.14,0.14
K02790.01,CONFIRMED,14.00949,0.268,3.399,169.9,0.01176,2.79544,0.98,0.104,89.5,617.0,34.32,30.72,4.61122,19.31967,22.6,5153.0,4.551,-0.18,0.767,0.763,13.38,14.023,13.343,13.104,12.976,12.028,11.55,11.486,0.001,19.97727,40.84394,-1.39,0.32,0.00032,-8e-05,0.23,0.2,0.31,0.22,0.26,0.34
K02863.01,FALSE POSITIVE,1.70336,0.152,1.914,57.6,0.007,2.04461,0.69,0.0274,88.72,1525.0,1284.58,6.79,3.58787,11.80343,13.9,6026.0,4.503,-0.34,0.904,0.949,13.778,14.202,13.716,13.595,13.513,12.619,12.289,12.22,0.0,19.53856,38.36095,0.8,6.7,-4e-05,-0.00031,4.27,5.54,7.0,4.08,5.47,6.8
K02865.01,CONFIRMED,1.31156,0.218,1.919,141.3,0.0109,1.53669,1.15,0.024,87.6,1655.0,1776.99,5.189,3.34691,15.15302,17.2,5926.0,4.501,0.07,0.963,1.072,15.371,15.879,15.312,15.153,15.083,14.113,13.792,13.718,0.541,19.25911,44.83961,-0.1,0.23,1e-05,-7e-05,-0.01,-0.28,0.28,-0.01,-0.59,0.59
K02866.01,CONFIRMED,1.29123,0.2,1.855,66.0,0.00752,1.67516,0.89,0.0242,87.84,1887.0,2993.7,5.29,3.56949,13.14772,15.9,6384.0,4.419,-0.16,1.086,1.129,14.135,14.476,14.083,13.988,13.969,13.121,12.853,12.789,0.656,19.05012,39.24924,-0.65,0.1,3e-05,-2e-05,-0.05,0.53,0.53,-0.13,0.46,0.48
K00273.01,CONFIRMED,10.57375,0.785,1.7259,298.9,0.01752,4.7061,2.07,0.0964,88.51,844.0,120.25,30.3,14.34257,77.65751,82.0,5720.0,4.4,0.34,1.08,1.067,11.457,11.912,11.39,11.262,11.23,10.357,10.021,9.968,0.0,19.16524,38.22895,0.04,0.38,9e-05,0.00011,0.14,-0.27,0.3,0.43,0.38,0.58
K02961.01,CONFIRMED,3.78475,0.021,2.924,33.5,0.00528,1.30294,0.7,0.0494,89.88,1311.0,699.15,9.96,2.87224,11.3653,12.2,6017.0,4.326,0.14,1.206,1.126,12.581,12.905,12.534,12.442,12.397,11.574,11.348,11.29,0.566,19.48916,47.66431,-0.37,0.38,1e-05,-1e-05,-0.07,1.0,1.01,-0.18,0.97,0.98
K02963.01,CONFIRMED,18.2206,0.125,5.109,201.8,0.01295,1.17086,1.78,0.1406,89.74,786.0,90.43,27.39,4.18892,15.2752,19.7,5951.0,4.283,0.14,1.262,1.117,14.544,14.962,14.507,14.365,14.326,13.492,13.194,13.173,0.0,19.62243,44.91876,0.0,1.7,-4e-05,-0.00036,0.15,-0.25,0.29,0.01,-0.37,0.37
K02964.01,CONFIRMED,47.44971,0.016,10.675,206.4,0.01311,0.34208,1.61,0.2602,89.97,551.0,21.82,34.4,4.77891,13.82974,16.9,6007.0,4.353,0.0,1.126,1.042,14.089,14.578,14.053,13.879,13.809,12.849,12.517,12.468,0.301,19.97839,47.07572,0.0,-0.44,0.0001,0.00016,0.23,-0.62,0.67,0.34,-0.46,0.57
K02717.01,CONFIRMED,0.92991,0.102,1.743,108.7,0.00956,1.54821,1.48,0.0191,88.59,2291.0,6514.57,4.136,4.63987,35.40818,79.7,6039.0,4.169,-0.04,1.413,1.075,12.41,12.708,12.341,12.283,12.225,11.387,11.147,11.122,0.017,19.52481,46.09886,-0.44,-0.07,2e-05,-2e-05,0.03,0.27,0.27,0.0,-0.04,0.05
K02719.01,CONFIRMED,4.11586,0.807,1.4858,425.8,0.02144,2.61821,1.93,0.0466,86.52,895.0,151.55,13.28,4.84324,24.11104,20.8,4827.0,4.508,0.32,0.823,0.796,15.141,16.055,15.082,14.749,14.564,13.472,12.944,12.834,0.552,19.41233,40.31111,-0.07,-0.35,1e-05,0.00013,0.19,-0.1,0.21,0.17,-0.11,0.2
K02721.01,CONFIRMED,33.87864,0.923,6.194,700.1,0.03004,0.11483,3.52,0.2004,87.23,564.0,24.0,19.1,7.28017,24.35721,27.9,5533.0,4.348,0.16,1.072,0.933,15.16,15.699,15.091,14.929,14.835,13.911,13.54,13.457,0.349,19.00115,42.08525,0.12,-0.48,-0.00018,0.00026,-0.12,-0.19,0.23,-0.27,-0.32,0.42
K02791.01,CONFIRMED,27.57221,0.562,5.256,296.3,0.01627,0.97237,1.94,0.1834,89.05,636.0,38.62,33.9,4.82461,18.63226,20.0,5912.0,4.397,0.16,1.09,1.079,14.718,15.134,14.675,14.54,14.48,13.618,13.297,13.242,0.54,19.47249,49.78887,-0.27,0.4,9e-05,-0.00011,0.37,0.52,0.64,0.27,0.38,0.46
K02792.01,CONFIRMED,2.12822,0.098,3.146,25.9,0.00464,0.58726,0.7,0.0341,88.92,1668.0,1831.55,5.2,6.28583,17.56427,22.1,5952.0,4.227,0.18,1.377,1.168,11.126,11.505,11.074,10.963,10.943,10.072,9.818,9.761,0.002,19.08927,48.74399,1.53,-0.4,-3e-05,2e-05,0.04,-0.54,0.54,0.33,-0.04,0.33
K02794.01,FALSE POSITIVE,0.7034,0.393,0.823,531.4,0.02168,9.08068,2.15,0.0155,86.36,2013.0,3879.31,6.19,3.42696,16.12382,32.0,5955.0,4.52,-0.16,0.91,0.999,15.728,16.219,15.674,15.517,15.435,14.493,14.174,14.001,0.0,18.96281,40.69205,-7.13,-5.26,0.00294,0.0022,-5.1,-3.39,6.12,-5.1,-3.42,6.14
